"","Ensembl_ID","gene_id"
"15412","ENSG00000085871","MGST2"
"15413","ENSG00000201533","RN7SKP237"
"15414","ENSG00000178458","H3P16"
"15415","ENSG00000196782","MAML3"
"15416","ENSG00000286320","AC108053.1"
"15417","ENSG00000252233","RN7SKP253"
"15418","ENSG00000250698","AC131182.1"
"15419","ENSG00000153130","SCOC"
"15420","ENSG00000252300","SNORD112"
"15421","ENSG00000196951","SCOC-AS1"
"15422","ENSG00000249754","NDUFB4P9"
"15423","ENSG00000241923","RPL14P3"
"15424","ENSG00000153132","CLGN"
"15425","ENSG00000205301","MGAT4D"
"15426","ENSG00000280262","AC093671.1"
"15427","ENSG00000179387","ELMOD2"
"15428","ENSG00000109424","UCP1"
"15429","ENSG00000287449","AC108019.2"
"15430","ENSG00000242102","RN7SL152P"
"15431","ENSG00000248621","AC108019.1"
"15432","ENSG00000109436","TBC1D9"
"15433","ENSG00000249661","TNRC18P1"
"15434","ENSG00000207155","Y_RNA"
"15435","ENSG00000248335","AC096733.2"
"15436","ENSG00000273472","AC096733.3"
"15437","ENSG00000222613","Y_RNA"
"15438","ENSG00000170153","RNF150"
"15439","ENSG00000109445","ZNF330"
"15440","ENSG00000248747","AC107220.1"
"15441","ENSG00000238695","snoU13"
"15442","ENSG00000248810","LINC02432"
"15443","ENSG00000250189","AC097504.1"
"15444","ENSG00000272632","AC097504.2"
"15445","ENSG00000250141","LINC02276"
"15446","ENSG00000164136","IL15"
"15447","ENSG00000109452","INPP4B"
"15448","ENSG00000242134","RPL5P13"
"15449","ENSG00000250835","LSM3P4"
"15450","ENSG00000251248","AC139720.2"
"15451","ENSG00000249806","AC139720.1"
"15452","ENSG00000250326","AC104596.1"
"15453","ENSG00000251300","AC104596.2"
"15454","ENSG00000170185","USP38"
"15455","ENSG00000250969","AC097658.3"
"15456","ENSG00000200049","Y_RNA"
"15457","ENSG00000109458","GAB1"
"15458","ENSG00000265623","MIR3139"
"15459","ENSG00000228981","AC097658.2"
"15460","ENSG00000286771","AC097658.4"
"15461","ENSG00000243175","RPSAP36"
"15462","ENSG00000250540","AC104685.1"
"15463","ENSG00000245112","SMARCA5-AS1"
"15464","ENSG00000153147","SMARCA5"
"15465","ENSG00000248924","AC139713.1"
"15466","ENSG00000251600","AC107223.1"
"15467","ENSG00000236296","GUSBP5"
"15468","ENSG00000183090","FREM3"
"15469","ENSG00000250345","AC104090.1"
"15470","ENSG00000197465","GYPE"
"15471","ENSG00000249741","AC093890.1"
"15472","ENSG00000250361","GYPB"
"15473","ENSG00000286055","AC093890.2"
"15474","ENSG00000170180","GYPA"
"15475","ENSG00000285783","AC098588.3"
"15476","ENSG00000285713","AC098588.2"
"15477","ENSG00000261129","AC106871.1"
"15478","ENSG00000250504","KRT18P51"
"15479","ENSG00000248890","HHIP-AS1"
"15480","ENSG00000164161","HHIP"
"15481","ENSG00000164162","ANAPC10"
"15482","ENSG00000249193","HSPD1P5"
"15483","ENSG00000250406","AC109811.1"
"15484","ENSG00000251452","AC109811.2"
"15485","ENSG00000222594","RN7SKP235"
"15486","ENSG00000164163","ABCE1"
"15487","ENSG00000164164","OTUD4"
"15488","ENSG00000238713","Y_RNA"
"15489","ENSG00000240992","RPS23P4"
"15490","ENSG00000272727","LINC02266"
"15491","ENSG00000251333","RTN3P1"
"15492","ENSG00000278943","AC079228.1"
"15493","ENSG00000286420","AC093796.1"
"15494","ENSG00000248745","NMNAT1P4"
"15495","ENSG00000170365","SMAD1"
"15496","ENSG00000250582","SMAD1-AS2"
"15497","ENSG00000250902","SMAD1-AS1"
"15498","ENSG00000151611","MMAA"
"15499","ENSG00000249245","NCOA4P3"
"15500","ENSG00000248356","AC093864.1"
"15501","ENSG00000237136","C4orf51"
"15502","ENSG00000151612","ZNF827"
"15503","ENSG00000279481","AC104791.2"
"15504","ENSG00000251687","AC104791.1"
"15505","ENSG00000201314","Y_RNA"
"15506","ENSG00000260303","AC108206.2"
"15507","ENSG00000248809","LINC01095"
"15508","ENSG00000216055","AC097372.1"
"15509","ENSG00000164167","LSM6"
"15510","ENSG00000279845","AC097372.2"
"15511","ENSG00000250673","REELD1"
"15512","ENSG00000280250","AC097372.3"
"15513","ENSG00000251010","AC097372.1"
"15514","ENSG00000120519","SLC10A7"
"15515","ENSG00000207182","RNU1-44P"
"15516","ENSG00000151615","POU4F2"
"15517","ENSG00000264323","AC093887.1"
"15518","ENSG00000137473","TTC29"
"15519","ENSG00000248764","AC092435.2"
"15520","ENSG00000248346","AC092435.1"
"15521","ENSG00000260090","AC092435.3"
"15522","ENSG00000279376","AC092435.4"
"15523","ENSG00000286371","AC097450.1"
"15524","ENSG00000221369","MIR548G"
"15525","ENSG00000241281","AC010683.1"
"15526","ENSG00000249004","PRMT5P1"
"15527","ENSG00000151617","EDNRA"
"15528","ENSG00000280219","AC093908.1"
"15529","ENSG00000251254","GTF2F2P1"
"15530","ENSG00000251688","LINC02507"
"15531","ENSG00000251298","AC093835.1"
"15532","ENSG00000164168","TMEM184C"
"15533","ENSG00000164169","PRMT9"
"15534","ENSG00000071205","ARHGAP10"
"15535","ENSG00000252951","RNA5SP165"
"15536","ENSG00000264274","MIR4799"
"15537","ENSG00000240014","RN7SL254P"
"15538","ENSG00000270387","AC115621.1"
"15539","ENSG00000151623","NR3C2"
"15540","ENSG00000250354","AC069272.1"
"15541","ENSG00000287292","AC002460.2"
"15542","ENSG00000251418","ASS1P8"
"15543","ENSG00000201846","RNA5SP166"
"15544","ENSG00000250357","AC108935.1"
"15545","ENSG00000225176","ATP5MGP4"
"15546","ENSG00000279016","AC093648.1"
"15547","ENSG00000249317","AC002460.1"
"15548","ENSG00000239168","RNU7-197P"
"15549","ENSG00000249752","AC108156.1"
"15550","ENSG00000250252","LINC02430"
"15551","ENSG00000248210","LINC02355"
"15552","ENSG00000234828","IQCM"
"15553","ENSG00000287565","AC108168.1"
"15554","ENSG00000250905","AC093893.1"
"15555","ENSG00000251482","AKIRIN2P1"
"15556","ENSG00000202331","RNA5SP167"
"15557","ENSG00000207121","RNU6-1230P"
"15558","ENSG00000250704","AC105343.1"
"15559","ENSG00000286711","AC105343.2"
"15560","ENSG00000170390","DCLK2"
"15561","ENSG00000238721","RNU7-194P"
"15562","ENSG00000198589","LRBA"
"15563","ENSG00000248521","AC092612.1"
"15564","ENSG00000249690","AC110813.1"
"15565","ENSG00000181541","MAB21L2"
"15566","ENSG00000221235","AC110813.1"
"15567","ENSG00000183432","ZBTB8OSP1"
"15568","ENSG00000252451","RNA5SP168"
"15569","ENSG00000235606","AK4P6"
"15570","ENSG00000145425","RPS3A"
"15571","ENSG00000201264","SNORD73"
"15572","ENSG00000109686","SH3D19"
"15573","ENSG00000208797","SNORD73A"
"15574","ENSG00000270681","AC095055.1"
"15575","ENSG00000249012","AC104819.1"
"15576","ENSG00000189099","PRSS48"
"15577","ENSG00000250350","AC104819.2"
"15578","ENSG00000252544","RNU6-1282P"
"15579","ENSG00000270265","AC104819.3"
"15580","ENSG00000251611","FAM160A1-DT"
"15581","ENSG00000164142","FAM160A1"
"15582","ENSG00000221657","AC097455.1"
"15583","ENSG00000253019","RN7SKP35"
"15584","ENSG00000059691","GATB"
"15585","ENSG00000251455","AC092611.1"
"15586","ENSG00000249184","AC107074.1"
"15587","ENSG00000286761","AC112242.2"
"15588","ENSG00000249708","AC112242.1"
"15589","ENSG00000249818","AC097375.2"
"15590","ENSG00000248991","AC097375.1"
"15591","ENSG00000286066","AC097375.4"
"15592","ENSG00000251249","AC097375.3"
"15593","ENSG00000253077","RNA5SP169"
"15594","ENSG00000286720","AC097375.5"
"15595","ENSG00000245954","LINC02273"
"15596","ENSG00000287504","AC079340.3"
"15597","ENSG00000250706","AC079340.1"
"15598","ENSG00000251377","AC079340.2"
"15599","ENSG00000266244","AC079340.1"
"15600","ENSG00000244544","RN7SL446P"
"15601","ENSG00000270302","AC080078.1"
"15602","ENSG00000270883","AC080078.2"
"15603","ENSG00000109670","FBXW7"
"15604","ENSG00000270751","FBXW7-AS1"
"15605","ENSG00000287555","AC023424.3"
"15606","ENSG00000264678","MIR3140"
"15607","ENSG00000268471","MIR4453HG"
"15608","ENSG00000243417","AC023424.2"
"15609","ENSG00000240669","AC023424.1"
"15610","ENSG00000170006","TMEM154"
"15611","ENSG00000248571","AC106882.1"
"15612","ENSG00000169989","TIGD4"
"15613","ENSG00000164144","ARFIP1"
"15614","ENSG00000250980","AC113155.1"
"15615","ENSG00000252375","AC099339.1"
"15616","ENSG00000231841","FAM192BP"
"15617","ENSG00000287642","AC093599.2"
"15618","ENSG00000137460","FHDC1"
"15619","ENSG00000249022","AC093599.1"
"15620","ENSG00000109654","TRIM2"
"15621","ENSG00000252030","RNU6-1196P"
"15622","ENSG00000201786","Y_RNA"
"15623","ENSG00000213406","ANXA2P1"
"15624","ENSG00000121211","MND1"
"15625","ENSG00000263596","AC013477.1"
"15626","ENSG00000243883","RN7SL419P"
"15627","ENSG00000121210","TMEM131L"
"15628","ENSG00000287216","AC106865.2"
"15629","ENSG00000250771","AC106865.1"
"15630","ENSG00000248208","WDR45P1"
"15631","ENSG00000137462","TLR2"
"15632","ENSG00000145428","RNF175"
"15633","ENSG00000249309","AC020703.1"
"15634","ENSG00000145423","SFRP2"
"15635","ENSG00000252181","AC020703.1"
"15636","ENSG00000280241","AC079298.3"
"15637","ENSG00000264137","AC079298.1"
"15638","ENSG00000197410","DCHS2"
"15639","ENSG00000278981","AC079298.1"
"15640","ENSG00000280005","AC079298.2"
"15641","ENSG00000249200","AC110775.1"
"15642","ENSG00000250609","AC110753.1"
"15643","ENSG00000171566","PLRG1"
"15644","ENSG00000200350","RNU6-1285P"
"15645","ENSG00000248611","AC107385.1"
"15646","ENSG00000171564","FGB"
"15647","ENSG00000171560","FGA"
"15648","ENSG00000171557","FGG"
"15649","ENSG00000287770","AC107385.2"
"15650","ENSG00000121207","LRAT"
"15651","ENSG00000249074","NDUFB2P1"
"15652","ENSG00000249041","AC009567.1"
"15653","ENSG00000249692","AC009567.2"
"15654","ENSG00000151962","RBM46"
"15655","ENSG00000222582","RNU2-66P"
"15656","ENSG00000252604","RNU2-44P"
"15657","ENSG00000250910","AC097467.3"
"15658","ENSG00000250538","AC104407.1"
"15659","ENSG00000185149","NPY2R"
"15660","ENSG00000249924","AC097467.1"
"15661","ENSG00000164114","MAP9"
"15662","ENSG00000250205","YWHAEP4"
"15663","ENSG00000250398","AC097467.2"
"15664","ENSG00000271606","AC097467.4"
"15665","ENSG00000287730","AC097526.1"
"15666","ENSG00000249247","MTCYBP17"
"15667","ENSG00000249770","MTND6P17"
"15668","ENSG00000248748","MTND5P9"
"15669","ENSG00000248548","MTND4P8"
"15670","ENSG00000249127","MTND3P3"
"15671","ENSG00000249698","MTCO3P9"
"15672","ENSG00000248420","MTATP6P9"
"15673","ENSG00000249386","MTCO2P9"
"15674","ENSG00000251223","MTCO1P9"
"15675","ENSG00000248907","MTND2P33"
"15676","ENSG00000251407","MTND1P22"
"15677","ENSG00000251244","AC107208.1"
"15678","ENSG00000164116","GUCY1A1"
"15679","ENSG00000260244","AC104083.1"
"15680","ENSG00000061918","GUCY1B1"
"15681","ENSG00000256394","ASIC5"
"15682","ENSG00000151790","TDO2"
"15683","ENSG00000256043","CTSO"
"15684","ENSG00000249013","FTH1P21"
"15685","ENSG00000221189","AC108211.1"
"15686","ENSG00000251511","AC096736.3"
"15687","ENSG00000251283","LINC02272"
"15688","ENSG00000249479","AC096736.2"
"15689","ENSG00000248912","AC096736.1"
"15690","ENSG00000145431","PDGFC"
"15691","ENSG00000248629","AC092608.1"
"15692","ENSG00000280284","AC092608.3"
"15693","ENSG00000278880","AC092608.2"
"15694","ENSG00000250622","AC093325.1"
"15695","ENSG00000252350","RPPH1-3P"
"15696","ENSG00000252524","Y_RNA"
"15697","ENSG00000109738","GLRB"
"15698","ENSG00000199859","RNU6-582P"
"15699","ENSG00000120251","GRIA2"
"15700","ENSG00000249819","AC112240.1"
"15701","ENSG00000263738","AC079233.1"
"15702","ENSG00000286133","AC093817.2"
"15703","ENSG00000234111","LINC02433"
"15704","ENSG00000221618","AC093817.1"
"15705","ENSG00000249275","AC093817.1"
"15706","ENSG00000200521","Y_RNA"
"15707","ENSG00000249627","AC017037.1"
"15708","ENSG00000279703","AC017037.3"
"15709","ENSG00000286862","AC017037.5"
"15710","ENSG00000287226","AC084740.1"
"15711","ENSG00000279994","AC017037.4"
"15712","ENSG00000250475","AC017037.2"
"15713","ENSG00000279139","AC098679.3"
"15714","ENSG00000280140","AC098679.4"
"15715","ENSG00000164125","GASK1B"
"15716","ENSG00000248429","FAM198B-AS1"
"15717","ENSG00000287822","AC098679.6"
"15718","ENSG00000251073","NUDT19P5"
"15719","ENSG00000250604","AC098679.1"
"15720","ENSG00000164124","TMEM144"
"15721","ENSG00000286558","AC098679.5"
"15722","ENSG00000251429","AC098679.2"
"15723","ENSG00000171509","RXFP1"
"15724","ENSG00000199634","RNU4-79P"
"15725","ENSG00000248387","AC121161.1"
"15726","ENSG00000249901","AC121161.2"
"15727","ENSG00000205208","C4orf46"
"15728","ENSG00000171503","ETFDH"
"15729","ENSG00000271817","U3"
"15730","ENSG00000171497","PPID"
"15731","ENSG00000052795","FNIP2"
"15732","ENSG00000206703","RNU6-128P"
"15733","ENSG00000164123","C4orf45"
"15734","ENSG00000221314","AC093700.1"
"15735","ENSG00000248988","AC093700.2"
"15736","ENSG00000249367","FABP5P12"
"15737","ENSG00000206978","Y_RNA"
"15738","ENSG00000109756","RAPGEF2"
"15739","ENSG00000266377","AC095064.1"
"15740","ENSG00000264105","MIR3688-2"
"15741","ENSG00000216089","AC105316.1"
"15742","ENSG00000248552","AC074344.1"
"15743","ENSG00000250180","AC074344.2"
"15744","ENSG00000251979","U3"
"15745","ENSG00000250488","LINC02233"
"15746","ENSG00000250997","AC093853.1"
"15747","ENSG00000249425","LINC02477"
"15748","ENSG00000242635","RPS14P7"
"15749","ENSG00000221362","AC106860.1"
"15750","ENSG00000249568","AC104793.1"
"15751","ENSG00000168843","FSTL5"
"15752","ENSG00000249419","AC023136.1"
"15753","ENSG00000251253","MTHFD2P4"
"15754","ENSG00000248396","TOMM22P4"
"15755","ENSG00000248431","AC021134.1"
"15756","ENSG00000287072","AC021134.2"
"15757","ENSG00000251123","AC084752.1"
"15758","ENSG00000250027","AC022272.1"
"15759","ENSG00000145414","NAF1"
"15760","ENSG00000250547","AC079238.1"
"15761","ENSG00000164128","NPY1R"
"15762","ENSG00000164129","NPY5R"
"15763","ENSG00000227283","RPL35AP12"
"15764","ENSG00000151005","TKTL2"
"15765","ENSG00000198498","TMA16"
"15766","ENSG00000264535","AC093788.1"
"15767","ENSG00000145416","MARCHF1"
"15768","ENSG00000273449","AC093788.1"
"15769","ENSG00000253001","RN7SKP105"
"15770","ENSG00000177803","AC112247.1"
"15771","ENSG00000250746","AC105250.1"
"15772","ENSG00000248546","ANP32C"
"15773","ENSG00000251162","AC074198.2"
"15774","ENSG00000223037","RNU6-284P"
"15775","ENSG00000248162","AC074198.1"
"15776","ENSG00000248771","SMIM31"
"15777","ENSG00000201050","RNU6-668P"
"15778","ENSG00000248329","APELA"
"15779","ENSG00000250227","TRIM60P14"
"15780","ENSG00000244146","AC106872.3"
"15781","ENSG00000285563","AC106872.12"
"15782","ENSG00000221891","FAM218BP"
"15783","ENSG00000270960","AC106872.10"
"15784","ENSG00000248645","AC106872.5"
"15785","ENSG00000121089","NACA3P"
"15786","ENSG00000236941","AC106872.1"
"15787","ENSG00000183439","TRIM61"
"15788","ENSG00000250486","FAM218A"
"15789","ENSG00000248229","AC106872.4"
"15790","ENSG00000250887","AC106872.9"
"15791","ENSG00000250712","AC106872.8"
"15792","ENSG00000240674","AC106872.2"
"15793","ENSG00000176979","TRIM60"
"15794","ENSG00000276623","AC106872.11"
"15795","ENSG00000250430","AC106872.7"
"15796","ENSG00000249617","AC106872.6"
"15797","ENSG00000250374","TRIM75P"
"15798","ENSG00000273097","RP11-219C20.3"
"15799","ENSG00000170088","TMEM192"
"15800","ENSG00000109466","KLHL2"
"15801","ENSG00000200974","RNU4-87P"
"15802","ENSG00000229894","GK3P"
"15803","ENSG00000052802","MSMO1"
"15804","ENSG00000109472","CPE"
"15805","ENSG00000207559","MIR578"
"15806","ENSG00000251596","HADHAP1"
"15807","ENSG00000248287","SCGB1D5P"
"15808","ENSG00000248327","NOL8P1"
"15809","ENSG00000287424","AC080079.2"
"15810","ENSG00000250725","AC080079.1"
"15811","ENSG00000249500","LINC01179"
"15812","ENSG00000038295","TLL1"
"15813","ENSG00000252959","RNA5SP170"
"15814","ENSG00000266254","AC093874.1"
"15815","ENSG00000206711","Y_RNA"
"15816","ENSG00000249675","AC097487.1"
"15817","ENSG00000196104","SPOCK3"
"15818","ENSG00000212373","RNA5SP171"
"15819","ENSG00000250150","AC079349.1"
"15820","ENSG00000240772","RN7SL776P"
"15821","ENSG00000248913","PHBP14"
"15822","ENSG00000222721","RN7SKP188"
"15823","ENSG00000270336","AC105148.1"
"15824","ENSG00000248601","AC116634.1"
"15825","ENSG00000109511","ANXA10"
"15826","ENSG00000287188","AC068989.1"
"15827","ENSG00000137628","DDX60"
"15828","ENSG00000238744","snoU13"
"15829","ENSG00000181381","DDX60L"
"15830","ENSG00000207171","SNORA51"
"15831","ENSG00000129116","PALLD"
"15832","ENSG00000229226","BTF3L4P4"
"15833","ENSG00000249623","AC079858.1"
"15834","ENSG00000206613","RNU6-1336P"
"15835","ENSG00000214676","RPL9P16"
"15836","ENSG00000249609","AC080188.1"
"15837","ENSG00000279384","AC080188.2"
"15838","ENSG00000145439","CBR4"
"15839","ENSG00000201176","RNU6-853P"
"15840","ENSG00000201818","RNY4P17"
"15841","ENSG00000251445","AC021151.1"
"15842","ENSG00000154447","SH3RF1"
"15843","ENSG00000214671","RPL6P12"
"15844","ENSG00000251171","AC096741.1"
"15845","ENSG00000137601","NEK1"
"15846","ENSG00000286302","AC084724.1"
"15847","ENSG00000109572","CLCN3"
"15848","ENSG00000056050","HPF1"
"15849","ENSG00000264713","AC106878.1"
"15850","ENSG00000229204","PTGES3P3"
"15851","ENSG00000248625","AC079768.1"
"15852","ENSG00000287660","AC079768.3"
"15853","ENSG00000288003","AC079768.4"
"15854","ENSG00000248319","LINC02275"
"15855","ENSG00000287298","AC079768.2"
"15856","ENSG00000251200","AC084866.2"
"15857","ENSG00000249955","AC084866.1"
"15858","ENSG00000198948","MFAP3L"
"15859","ENSG00000109576","AADAT"
"15860","ENSG00000248822","APOBEC3AP1"
"15861","ENSG00000248739","AC069306.1"
"15862","ENSG00000250266","LINC01612"
"15863","ENSG00000251061","LINC02512"
"15864","ENSG00000250082","AC074255.1"
"15865","ENSG00000181359","HSP90AA6P"
"15866","ENSG00000250968","LINC02382"
"15867","ENSG00000249943","AC097486.1"
"15868","ENSG00000251961","RNU6ATAC13P"
"15869","ENSG00000286580","AC034159.2"
"15870","ENSG00000248872","LINC02431"
"15871","ENSG00000249525","AC034159.1"
"15872","ENSG00000248755","AC092639.1"
"15873","ENSG00000248339","LINC02504"
"15874","ENSG00000287210","AC074254.2"
"15875","ENSG00000249297","LINC02174"
"15876","ENSG00000251176","AC074254.1"
"15877","ENSG00000174473","GALNTL6"
"15878","ENSG00000248637","AC108064.1"
"15879","ENSG00000245213","AC105285.1"
"15880","ENSG00000241652","RN7SL253P"
"15881","ENSG00000109586","GALNT7"
"15882","ENSG00000221296","MIR548T"
"15883","ENSG00000248774","AC097534.1"
"15884","ENSG00000164104","HMGB2"
"15885","ENSG00000272870","SAP30-DT"
"15886","ENSG00000164105","SAP30"
"15887","ENSG00000164106","SCRG1"
"15888","ENSG00000288025","AC093849.4"
"15889","ENSG00000242882","RPL5P11"
"15890","ENSG00000286226","AC093849.3"
"15891","ENSG00000252898","RNU6-1096P"
"15892","ENSG00000261646","AC093849.1"
"15893","ENSG00000286039","AC093849.2"
"15894","ENSG00000164107","HAND2"
"15895","ENSG00000237125","HAND2-AS1"
"15896","ENSG00000234801","MORF4"
"15897","ENSG00000213370","RANP6"
"15898","ENSG00000250708","LINC02269"
"15899","ENSG00000250043","AC106895.1"
"15900","ENSG00000251216","AC106895.2"
"15901","ENSG00000248174","LINC02268"
"15902","ENSG00000250957","AC012055.1"
"15903","ENSG00000251213","AC012055.2"
"15904","ENSG00000164117","FBXO8"
"15905","ENSG00000164118","CEP44"
"15906","ENSG00000249875","AC116616.1"
"15907","ENSG00000265846","MIR4276"
"15908","ENSG00000164120","HPGD"
"15909","ENSG00000251584","AC096751.2"
"15910","ENSG00000250596","AC096751.1"
"15911","ENSG00000145451","GLRA3"
"15912","ENSG00000168594","ADAM29"
"15913","ENSG00000250200","AC105914.1"
"15914","ENSG00000265493","AC105914.1"
"15915","ENSG00000250431","AC105914.2"
"15916","ENSG00000249411","AC022325.1"
"15917","ENSG00000286494","AC022325.2"
"15918","ENSG00000249284","AC095050.2"
"15919","ENSG00000248551","AC095050.1"
"15920","ENSG00000249945","AC131094.1"
"15921","ENSG00000221136","AC131094.1"
"15922","ENSG00000251174","TSEN2P1"
"15923","ENSG00000248574","ADAM20P2"
"15924","ENSG00000150625","GPM6A"
"15925","ENSG00000249106","AC097537.1"
"15926","ENSG00000248249","AC110794.1"
"15927","ENSG00000250372","MARK2P4"
"15928","ENSG00000264130","AC110794.1"
"15929","ENSG00000150627","WDR17"
"15930","ENSG00000201516","SNORA51"
"15931","ENSG00000150628","SPATA4"
"15932","ENSG00000164122","ASB5"
"15933","ENSG00000248980","AC019163.1"
"15934","ENSG00000129128","SPCS3"
"15935","ENSG00000248480","AC093801.2"
"15936","ENSG00000248388","AC093801.1"
"15937","ENSG00000150630","VEGFC"
"15938","ENSG00000287544","AC097518.2"
"15939","ENSG00000249458","AC092673.1"
"15940","ENSG00000250263","LINC02509"
"15941","ENSG00000222859","RN7SKP136"
"15942","ENSG00000249008","AC097518.1"
"15943","ENSG00000109674","NEIL3"
"15944","ENSG00000249084","AC027627.1"
"15945","ENSG00000038002","AGA"
"15946","ENSG00000250131","AC078881.1"
"15947","ENSG00000285574","AC078881.2"
"15948","ENSG00000201931","RNA5SP172"
"15949","ENSG00000221499","AC078881.1"
"15950","ENSG00000251416","AC103879.1"
"15951","ENSG00000231171","LINC01098"
"15952","ENSG00000251504","LINC01099"
"15953","ENSG00000252388","snoU13"
"15954","ENSG00000253000","RNU1-45P"
"15955","ENSG00000241877","AC095041.1"
"15956","ENSG00000201727","RNA5SP173"
